NOME|RTTTL
TumVer.2|TumVer.2:d=4,o=6,b=100:a_5,8d,8f,8d,a5,8a5,g5,8g,8a_,8d,f5,8f5,2d_5,d5,8d_5,f5,8a,8a_,8a,8g,8f,8g,d,8d,16d,c.,8c,16d.,d_.,8f,8f,16d.,32c,32a_5,16c.,8a_5,8c,d.,16d,32f.,16d.,c.,8c,16d.,d_.,16f.,16f.,16d.,32c,32a_5,16c.,16a_5,32c.,32a_5,32c,32a_5,16c,2a_5
Tune|Tune:d=4,o=5,b=80:16c#,16f#,16a#,16c#6,a#,8c#6,16a#,8b,16c#6,8b,8a#,8g#,2c#6,8d6,8d#6,16d6,8d#6,8b,8b,16b,8d6,8d6,8b,8a#,16b,8c#6,8c#6,16b,c#6,2a#,8f#,16g#,8a#,16a,8a#,f#,8f#,16g#,8a#,16a,8a#,f#,16f#,8g#,8a#,8b,8c#6,8b,8a#,2g#
Tune|Tune:d=4,o=6,b=160:8e5,d5,8c_.5,16e5,2f_5,p,b5,2b5,8b5,8c_,32c_5,16d.5,8c_5,8b5,c_,b5,8a5,8e5,d5,8c_.5,16e5,2f_5,p,b5,2b5
Tunes|Tunes:d=4,o=6,b=160:16f7,16f7,8e7,8d7,8c7,a,8p,8c7,16f7,16f7,8e7,8d7,8d_7,e7,8p,8e7,8e7,8c7,8d7,8c7,16e7,16e7,8c7,8d7,8a,8c7,8g,8a_,8a,8f,8p,8f5
Tunesia|Tunesia:d=4,o=6,b=100:g5,8g.5,16a5,g5,8g.5,16a5,b5,16a5,8b5,16a5,g5,8p,16p,16g5,b5,8b.5,16b5,b5,e5,a5,8a.5,16a5,g5,16p,8p,16g5,g5,8g.5,16a5,g5,8g.5,16a5,8b.5,16b5,16a5,8b5,16a5,g5,8p,16p,16g5,b5,8b.5,16b5,b5,8e.5,16e5,a5,8a.5,16a5,g5,16p,8p,16g5,b5,8b.5,16b5,b5,8a.5,16b5,c,16b5,8c,16b5,a5,16p,8p,16a5,a5,8a.5,16a5,a5,8g.5,16a5,b5,16a5,8b5,16a5,g5
Turkey|Turkey:d=16,o=5,b=125:2c,2f,2g,2g#,8e,8p,p,4g,1f,2p,2f,2a#,2c6,4c#6,p,4c6,8a,8p,p,4c6,1a#,2p,4c6,4b,4c6,8g,4p,8p,2g,4p,8p,4a#,8g#,8p,p,4e,8f,8p,p,4g,8g#,8p,p,4a#,8c6,8p,p,4c#6,8d#6,8p,p,4f6,8d#6
Turkey|Turkey:d=4,o=6,b=112:c5,f5,g5,g_5,8e.5,16g5,2f5,p,f5,a_5,c,8c_.,16c,8a.5,16c,2a_5,p,16c,16b5,8c,g5,g.5,16p,16a_5,8g_.5,16e5,8f.5,16g5,8g_.5,16a_5,8c.,16c_,8d_.,16f,d_,16d_5,16d5,8d_5,c,a_5,2g_5,p,c5,f5,g5,g_5,8e.5,16g5,2f5,p,f5,a_5,c,8c_.,16c,8a.5,16c,2a_5,p,16c,16b5,8c,g5,g.5,16p,16a_5,8g_.5,16e5,8f.5,16g5,8g_.5,16a_5,8c.,16c_,8d_.,16f,d_,16d_5,16d5,8d_5,c,a_5,2g_5
TurkeyNa|TurkeyNa:d=4,o=6,b=125:c5,f5,g5,g_5,16e5,16p,32p,8g5,2f5,p,f5,a_5,c,8c_,32p,8c,16a5,16p,32p,8c,2a_5,p,8c,8b5,8c,16g5,8p,16p,g5,8p,16p,8a_5,16g_5,16p,32p,8e5,16f5,16p,32p,8g5,16g_5,16p,32p,8a_5,16c,16p,32p,8c_,16d_,16p,32p,8f,16d_
TurkishB|TurkishB:d=4,o=6,b=180:8e5,8p,8f5,8p,8g5,8f5,8p,8e5,8p,8e5,8d5,8e5,8f5,8e5,8p,8d5,8p,8d5,8p,8e5,8f5,8e5,8p,8d5,8p,8e5,8d5,8c5,8d5,8e5
TurkishM|TurkishM:d=4,o=6,b=160:16b5,16a5,16g_5,16a5,8c,8p,16d,16c,16b5,16c,8e,8p,16f,16e,16d_,16e,16b,16a,16a_,16a,16b,16a,16a_,16a,8c7,8p,8a,8c7,8b,8a,8g,8a,8b,8a,8g,8a,8b,8a,8g,8f_,d
Turn|Turn:d=8,o=6,b=112:b5,d#,f#,f#,d#,4f#,e,4d#,4c#,4c#.,4p,c#,e,e,c#,4e,d#,4c#,4b5,4c#.,4p,c#,e,e,c#,4e,d#,4c#,4b5,4b.5,4p,c#,e,e,c#,4e,d#,4c#,4b5,4b.5,p,b5,d#,f#,f#,d#,4f#,e,4d#,4c#,4c#.
TurnBack|TurnBack:d=16,o=5,b=50:32p,c#,c#,e,f#,e,4b,8e.,8f#,8g#,e,e,e,e,e,8b,e.,8e,8g#,4f#,c#,c#,e,f#,e,4b,8e.,8f#,8g#.,e,8e.,4a,8g#,a,2f#,g#,f#,e,4c#
TurnDaLi|TurnDaLi:d=16,o=6,b=80:g.,32p,g#.,32p,a#.,32p,8b,32a#,p.,32a#,p.,a#.,32g#,a#.,32g#,a#.,32g#,a#.,32g#,a#.,32p,g#.,32a#,p.,32g#,8f#
TurningJ|TurningJ:d=4,o=5,b=90:16g6,16g6,16g6,16g6,8f6,8f6,8d6,8d6,f6,16g6,16g6,16g6,16g6,8f6,8f6,8d6,8d6,f6,8p,16b,16a,16g,16d6,b,p,16p,16b,16a,16g,e,p,16p,16b,16a,16g,16d6,b,p,16p,16b,16a,16g,e,p,16p,16b,16a,16g,16a,16b,16a,16g,16a,16b,16a,16g,g
TurnMeOn|TurnMeOn:d=4,o=5,b=200:f,g#,2a#,g#,p,a#,c6,a#,g#,2a#,2g#,8a#,8a#,8p,8c6,a#,g#,2a#,g#,2p,g#,a#,c6,p,g#,a#,2c6,a#,f,g#,2a#,g#,p,a#,c6,a#,g#,2a#,2g#,8a#,8a#,8p,8c6,a#,g#,2a#,g#,2p,g#,a#,c6,p,g#,a#,2c6,a#,f,g#,2a#,g#,p,a#,c6,a#,g#,2a#,2g#,8a#,8a#,8p,8c6,a#,g#,2a#,g#,2p,g#,a#,c6,p,g#,a#,2c6,a#
TurnMeOn|TurnMeOn:d=4,o=6,b=100:8d5,8f5,g5,f5,8g5,8g5,8g5,8f5,g5,f5,16g5,8g5,16a5,8g5,8f5,8g.5,8f.5,d5,8f5,8g5,8a.5,16p,8f5,8g5,16a5,16g5,16a5,8g.5,8d5,8f5,g5,f5,8g5,8g5,8g5,8f5,g5,f5,16g5,8g5,16a5,8g5,8f5,8g.5,8f.5,d5,8f5,8g5,8a.5,16p,8f5,8g5,16a5,16g5,16a5,8g.5,8d5,8f5,g5,f5,8g5,8g5,8g5,8f5,g5,f5,16g5,8g5,16a5,8g5,8f5,8g.5,8f.5,d5,8f5,8g5,8a.5,16p,8f5,8g5,16a5,16g5,16a5,g5
TurnMeOn|TurnMeOn:d=4,o=6,b=180:8d.5,8f.5,8g.5,8f.5,8f.5,8p,8g.5,8a.5,8g.5,8f.5,8g.5,8f5,8f5,8p,8g.5,8a.5,8g.5,8f.5,8g5,8f5,8f5,8f.5,8g.5,8a.5,8a.5,8p,8f.5,8g.5,8a.5,8a.5,8d.5
TurnMeOn|TurnMeOn:d=4,o=6,b=200:f5,g_5,2a_5,g_5,p,a_5,c,a_5,g_5,2a_5,2g_5,8a_5,8a_5,8p,8c,a_5,g_5,2a_5,g_5,2p,g_5,a_5,c,p,g_5,a_5,2c,a_5,f5,g_5,2a_5,g_5,p,a_5,c,a_5,g_5,2a_5,2g_5,8a_5,8a_5,8p,8c,a_5,g_5,2a_5,g_5,2p,g_5,a_5,c,p,g_5,a_5,2c,a_5,f5,g_5,2a_5,g_5,p,a_5,c,a_5,g_5,2a_5,2g_5,8a_5,8a_5,8p,8c,a_5,g_5,2a_5,g_5,2p,g_5,a_5,c,p,g_5,a_5,2c,a_5
TurnMeOn|TurnMeOn:d=4,o=6,b=225:8f5,8g_5,a_5,g_5,8a_5,8a_5,8a_5,8g_5,a_5,g_5,16a_5,8a_5,16c,8a_5,8g_5,8a_.5,8g_.5,f5,8g_5,8a_5,8c,8p,8g_5,8a_5,16c,16a_5,16c,8a_.5,8f5,8g_5,a_5,g_5,8a_5,8a_5,8a_5,8g_5,a_5,g_5,16a_5,8a_5,16c,8a_5,8g_5,8a_.5,8g_.5,f5,8g_5,8a_5,8c,8p,8g_5,8a_5,16c,16a_5,16c,8a_.5,8f5,8g_5,a_5,g_5,8a_5,8a_5,8a_5,8g_5,a_5,g_5,16a_5,8a_5,16c,8a_5,8g_5,8a_.5,8g_.5,f5,8g_5,8a_5,8c,8p,8g_5,8a_5,16c,16a_5,16c,8a_.5
TurnOffT|TurnOffT:d=16,o=5,b=125:c,8d#,c,8f,d#,8f,d#,8f,8g.,8g#.,8g#.,8g#.,g#,8g#,g#,8f,8d#.,c,4d#.,8f,8d#.,c,8d#,c,8d#,c,8f,d#,8f,d#,8f,8g.,8g#.,8g#.,8g#.,g#,8g#,g#,8f,8d#.,c,4d#.,8f,8d#.,c,8d#,d#,8f,g#,8c6,c6,8g#,g#,8f,f,8g#.,8c6,8g#.,8f.,8f.,f,8f,8d#.,c,1d#,8p,8c.6,8g#,g#,8f,f,8g#.,8c6,c6,8g#.,8f.,8g#.,8f6,8d#6,8c#6,8c6,8a#.,4c#6,4c6
TurnOffT|TurnOffT:d=8,o=6,b=125:16c,d#,16c,f,16d#,f,16d#,f,g.,g#.,g#.,g#.,16g#,g#,16g#,f,d#.,16c,4d#.,f,d#.,16c,d#,16c,d#,16c,f,16d#,f,16d#,f,g.,g#.,g#.,g#.,16g#,g#,16g#,f,d#.,16c,4d#.,f,d#.,16c,d#,16d#,f,16g#,c7,16c7,g#,16g#,f,16f,g#.,c7,g#.,f.,f.,16f,f,d#.,16c,1d#,p,c.7,g#,16g#,f,16f,g#.,c7,16c7,g#.,f.,g#.,f7
TurnOnTh|TurnOnTh:d=4,o=6,b=125:e5,8e5,8f5,8e5,8e5,8e5,8f5,8e.5,16e5,c5,2p,e5,8e5,8f5,8e5,8e5,8e5,8f5,8e.5,16e5,2c5,2p,8a5,8c,8e.,16e,1p,2p,8a5,8c,8e.,16e,p,1p,e5,8e5,8f5,8e5,8e5,8e5,8f5,8e.5,16e5,c5,2p,e5,8e5,8f5,8e5,8e5,8e5,8f5,8e.5,16e5,2c5,2p,8a5,8c,8e.,16e,1p,2p,8a5,8c,8e.,16e
TurnTheT|TurnTheT:d=16,o=5,b=140:2f.6,p,2f6,4f6,8a6,8b6,4c7,2f.6,p,2f6,4f6,8a6,8b6,4c7
TurnTheT|TurnTheT:d=4,o=6,b=160:f.,32p,f,8f,16a,16b,8c7,f.,32p,f,8f,16a,16b,8c7,e.,32p,e,8e,16a,16b,8c7,e.,32p,e,8e,16a,16b,8c7
TurnTurn|TurnTurn:d=8,o=5,b=63:16d#,g,16g#,4a#,4g#,4g,4f.,16p,16d#,g,16g#,a#,a#,4g#,4g,4f.,16p,16d#6,d#6,16d#6,d.6,16d#6,d#.6,16d6,4d#6,16g6,f6,16d#6,4d#.6,c6,c.6,a#.,g#,4g#
TurnYour|TurnYour:d=32,o=5,b=56:16d#.6,16b,f#,g#,8f#.,16b.,g#,p,8b,g#,a#,p,a#,g#,p,f#,a#,p,a#,g#,p,16f#.,16f#.,d#,8f#.,16a.,16g#,d#,f#,p,8g#.,16e.,f#,16g#.,16g#.,c#6,p,d#6,f6,p,c#6,d#6,p,f6,d#6,p,c#6,a#,p,16a#.,g#,16f#,g#,a#,p,f#
TuTrouve|TuTrouve:d=16,o=5,b=70:a#6,32g#6,32p,32f#6,32p,8g#6,p,32f6,32p,p,c#6,f#6,4d#6,1p,8p,a#6,32p,32g#6,p,32f#6,32p,g#.6,32p,p,8c#6,p,a#.,32p,4d#.6,2p,4p,8p,p,32g#6,32p,32g#6,32p,32f#6,32p,g#.6,32p,8a#6,p,p,32f#6,32p,4f#6,2p,8p,32f#6,32p,32f6,32p,32d#6,32p,g#6,p,f#6,p,f6,d#6,p,32f#6,32p,32d#6,32p,8c#6,8p,32d#6,32p,32f6,32p,32d#6,32p,32f#6,p,32f#6,p,f6,p,d#6,p,8d#6,4c#6
TuutWeSp|TuutWeSp:d=4,o=5,b=160:a,a,a,8p,8a,8a.,16a,8a,8g,2f,g,g,g,8p,8a,8a.,16a,8a,8g,f,8p,8a,a#,a#,d6,8p,8a#,a,a,c6,8p,8d,8c,8c,8c,8d,8d,8c,8d,8e,8f,8f,8f,8f,f,p,a,a,a,8p,8a,8a.,16a,8a,8g,2f,g,g,g,8p,8a,8a.,16a,8a,8g,f,8p,8a,a#,a#,d6,8p,8a#,a,a,c6,8p,8d,8c,8c,8c,8d,8d,8c,8d,8e,8f,8f,8f,8f,f
TvReclam|TvReclam:d=4,o=5,b=63:16c,16c,32p,16c,16d,32p,16e,32p,16f,16c7,3216d7,32p,16e7,32p,16g7
TvReclam|TvReclam:d=4,o=6,b=100:8f_5,8g_5,a_5,8a_.5,16g_5,16p,c_,16p,16f_5,16g_5,8a_5,16a_5,16a_5,16p,16g_5,8f_5,f5,8f_5,8a_5,8g_5,16f_5,2d_5,16p,8p,16f_5,16a_5,8g_5,16f_5,2d_5,16p,8f_5,8g_5,a_5,8a_.5,16g_5,16p,c_,16p,16f_5,16g_5,8a_5,16a_5,16a_5,16p,16g_5,8f_5,f5,8f_5,8a_5,8g_5,16f_5,2d_5,16p,8p,16f_5,16a_5,8g_5,16f_5,2d_5
TvTheme|TvTheme:d=4,o=5,b=355:a,p,c6,a,p,f,a,p,c6,a,p,f,a#,c6,a#,g,p,g,g,a#,a,f,p,f,a,p,c6,a,p,f,a,p,c6,a,p,f,a#,c6,a#,g,p,g,2f.,2p.,a,p,c6,a,p,f,c,p,f,a,2p,a,a#,b,c6,p,f,1g,2p,a,a#,b,c6,p,f,a,p,c,f,p,a,f,a#,b,c6,p,c,2f.
TvThemeT|TvThemeT:d=8,o=6,b=250:4g.5,p,d,4p,d,p,c,p,e,d,p,c,p,4f.5,p,d,4p,d,p,c,p,e,d,p,c,p,4g.5,p,d,4p,d,p,c,p,e,d,p,c,p,2f.5,f,f,f,2p.,p,4f.,p,f,4p,f,p,f,p,f,d#,p,c#,p,4d#.,p,c,4p,d#,p,d#,p,d#,c#,p,c,p,4c#.,p,a#5,4p,c#,p,c#,p,c#,c,p,a#5,p,1c,p,d,p,c,a#5,p,a5
Twentyfo|Twentyfo:d=8,o=5,b=100:16c#6,16c#6,c#6,c#6,16b,b,a,4a,16f#,a,16f#,a,b,b,c#6,4c#6,16p,16c#6,16c#6,c#6,c#6,16b,b,a,a,c#6,b,a,a,c#6,b,a,a,p.,16c#6,16c#6,c#6,c#6,16b,b,a,4a,16f#,a,16f#,a,b,b,c#6,4c#6,16p,16c#6,16c#6,c#6,c#6,16b,b,a,a,c#6,b,a,a,c#6,b,a,a
Twilight|Twilight:d=16,o=5,b=125:8a.,p,c6,p,2b,8p,a,8p,p,c6,p,2b,8p,a,8p,p,c6,p,2b,8p,a,8p,p,a,8p,p,2a,a,8p,p,c6,p,4b,8p,a,8p,p,8c.6,p,b,p,4b,8p,a,8p,p,4b,c6,p,4d.6,8c6,8p,4b,a,p,4a.,4p
Twilight|Twilight:d=16,o=7,b=285:a#,g#,8p,a#,a,8p,a#,g#,8p,a#,e,8p,a#,g#,8p,a#,a,8p,a#,g#,8p,a#,e,8p,a#,g#,8p,a#,a,8p,a#,g#,8p,a#,e,8p,a#,g#,8p,a#,a,8p,a#,g#,8p,a#,e,8p,a#,g#,8p,a#,a,8p,a#,g#,8p,a#,e,8p,a#,g#,8p,a#,a,8p,a#,g#,8p,a#,e,8p,a#,g#,8p,a#,a,8p,a#,g#,8p,a#,e,8p,a#,g#,8p,a#,a,8p,a#,g#,8p,a#,e,8p,a#,g#,b5,c#6,b5,c#6,b5,c#6,b5,c#6,b5,c#6,b5,d6,a#5,d6,a#5,d#6,a5,2p.,g6,a#6,d#,e,c#,e,d#,a#6,g#6,a#6,e,g#,e,a#
Twilight|Twilight:d=4,o=6,b=45:16c#,16d,16c#,16a#5,16c#,16d,16c#,16a#5,16c#,16d,16c#,16a#5,16c#,16d,16c#,16a#5
TwinkleT|TwinkleT:d=4,o=5,b=100:16c#6,16c#6,16g#6,16g#6,16a#6,16a#6,16g#6,16p,16f#6,16f#6,16e#6,16e#6,16d#6,8c#6,16p,16g#6,16g#6,16f#6,16f#6,16e#6,16e#6,8d#6,16p,16g#6,16f#6,16f#6,16e#6,16e#6,8d#6,16p,16c#6,16c#6,16g#6,16g#6,16a#6,16g#6,16p,16f#6,16f#6,16e#6,16e#6,16d#6,16d#6,8c#6
TwinkleT|TwinkleT:d=4,o=5,b=80:32p,8c,8c,8g,8g,8a,8a,g,8f,8f,8e,8e,8d,8d,c,8g,8g,8f,8f,8e,8e,d,8g,8g,8f,8f,8e,8e,d,8c,8c,8g,8g,8a,8a,g
TwinkleT|TwinkleT:d=4,o=6,b=160:c5,c5,g5,g5,a5,a5,g5,p,f5,f5,d5,d5,e5,e5,c5
TwinkleT|TwinkleT:d=4,o=6,b=56:8c_5,8c_5,8g_5,8g_5,16a_5,16c,16c_,16a_5,g_5,8f_5,8f_5,8f5,8f5,8d_5,8d_5,8c_5
TwinkleT|TwinkleT:d=8,o=5,b=180:c,p,c,p,g,p,g,p,a,p,a,p,4g,4p,f,p,f,p,e,p,e,p,d,p,d,p,4c
TwinPeak|TwinPeak:d=4,o=6,b=90:8c5,f5,2c7,8p,8c5,d5,2a,8p,8c5,f5,2c7,8p,8c5,d5,2a,8p,8c5,8f5,8c,8f,8g,8a,8g,8f,8c5,d5,2a
Twisted|Twisted:d=4,o=6,b=112:a_.5,c.,g5,8p,8g5,8g5,8g_5,g5,d_5,a_.5,8c,p,g5,8p,8g5,8g5,8g_5,g5,d_5,8p,8a_5,c,g5,p,8p,8g5,8g5,8g_5,g5,d_5,a_5,8p,8c,p,g.5,8g5,8g5,8g_5,8g5,d_.5,a_.5,c.,g5,8p,8g5,8g5,8g_5,g5,d_5,a_.5,8c,p,g5,8p,8g5,8g5,8g_5,g5,d_5,8p,8a_5,c,g5,p,8p,8g5,8g5,8g_5,g5,d_5,a_5,8p,8c,p,g.5,8g5,8g5,8g_5,8g5,d_.5
TwistedH|TwistedH:d=4,o=6,b=160:8d5,8e5,8f5,8e5,8d5,8e5,8f5,8d5,f5,e5,2c5,8d5,8e5,8f5,8e5,8d5,8e5,8f5,c5,8d5,8e5,2e5,8d5,8e5,8f5,8e5,8d5,8e5,8f5,8d5,f5,e5,2p,e5,d5,f5,e5,c5,d5
TwistedT|TwistedT:d=4,o=5,b=112:a#.,c.6,g,8p,8g,8g,8g#,g,d#,a#.,8c6,p,g,8p,8g,8g,8g#,g,d#,8p,8a#,c6,g,p,8p,8g,8g,8g#,g,d#,a#,8p,8c6,p,g.,8g,8g,8g#,8g,d#.,a#.,c.6,g,8p,8g,8g,8g#,g,d#,a#.,8c6,p,g,8p,8g,8g,8g#,g,d#,8p,8a#,c6,g,p,8p,8g,8g,8g#,g,d#,a#,8p,8c6,p,g.,8g,8g,8g#,8g,d#.
TwoBecom|TwoBecom:d=4,o=6,b=140:32p,f,8d#,f.,d#,f.,8a#5,c#,d#,c#,8d#,c#.,d#,c#,8f#5,f#.5,g#5,a#5,c#,a#5,2d#,2c#.,p,f,8d#,f.,d#,f,8a#5,c#.,d#,c#,8d#,c#,d#,c#,8f#5,f#.5,g#5,a#5,c#,a#5,2d#,2c#.,d#,f#,d#,g#.,2f#.
TwoOfAme|TwoOfAme:d=4,o=6,b=100:8d_5,16d_5,16d_5,16d_5,16d_5,8c_5,8d5,d_5,8d_5,1p,8d_5,16d_5,16d_5,16d_5,16d_5,8c_5,8d5,d_5,8d_5,1p,8d_5,16d_5,16d_5,16d_5,16d_5,8c_5,8d5,d_5,8d_5,1p,8d_5,16d_5,16d_5,16d_5,16d_5,8c_5,8d5,d_5,8d_5,1p,8d_5,16d_5,16d_5,16d_5,16d_5,8c_5,8d5,d_5,8d_5
TwoPrinc|TwoPrinc:d=4,o=6,b=100:8c,8c,p,8a5,16a5,8a5,8c,8b5,16p,16a5,8p,16p,8g5,16c,8c,8f5,8e5,16p,8c,8c,8p,8a5,8a5,16a5,8a5,8c,8b5,16p,16a5,8p,16p,8g5,16c,8c,8f5,8e5,16p,8c,8c,p,8a5,16a5,8a5,8c,8b5,16p,16a5,8p,16p,8g5,16c,8c,8f5,8e5
TwoStone|TwoStone:d=4,o=6,b=160:8b,16p,8b.,8f_,32b,32p,16a_,f_,8p,2f_.,p,1p,8b.,d7,8e.7,1d7,8b,16p,8b.,8f_,32b,32p,16a_,f_,8p,2f_.,2p,p,1p,8b.,d7,8e.7,1d7,8b,16p,p
TwoStone|TwoStone:d=4,o=6,b=200:c5,c5,c5,c5,b7,b7,b7,b7,a,a,a,a,8g5,d5,d5,d5,f7,f7,32b,32b,16g5,p,2b7,1p,32a5,16b7,8d.,8d.,8p,16d.5,32c.7,32c.7,f_5,8f_7,a_,p,d.,d5,c5,c5,c5,b7,a,8g5,d5,1p
TwoStone|TwoStone:d=4,o=6,b=225:32b,32b,c5,d_5,d_5,p,8b,32p,8b.,1d7,1d7,8d_5,8f_,1p,32p,32b5,32b5,c5,d_5,d_5,p,8b,32p,8b.,1d7,1d7,8d_5,8f_,8f_,1p,p,32p,8b,1d7,c5,8b.
TwoTimes|TwoTimes:d=16,o=5,b=63:8a#,a#,c#6,a#,c#6,8a#,8a#,a#,b,a#,b,8a#,8a#,a#,c#6,a#,c#6,8a#,8a#,a#,b,a#,b,8a#,8a#,a#,c#6,a#,c#6,8a#,8a#,a#,b,a#,b,8a#,8a#,a#,c#6,a#,c#6,8a#,8a#,a#,b,a#,b,8a#,8a#,a#
TwoTimes|TwoTimes:d=4,o=5,b=125:8a6,8a6,8a6,16g#6,a6,p,8f6,8f6,8f6,8f6,8g6,8a6,g6,p,p,8a6,8a6,16g#6,a6,p,8f6,8f6,8f6,8g6,8p,32d6,16c6,d6,8p,8a6,8a6,8a6,16g#6,a6,p,8f6,8f6,8f6,8f6,8g6,8a6,g6,p,p,8a6,8a6,16g#6,a6,p,8g6,8f6,8f6,8g6,f6,a6,8a,8p,8a,8c6,8a,8c6,8a,8p,8a,8p,8a,8a#,8a,8a#,8a,8p,8a,8p,8a,8c6,8a,8c6,8a,8p,8a,8p,8a,8a#,8a,8a#,8a,8p,8a,8p,8a,8c6,8a,8c6,8a,8p,8a
TwoTimes|TwoTimes:d=4,o=6,b=63:8a#6,16a#6,16c#7,16a#6,16c#7,8a#6,8a#6,16a#6,16b6,16a#6,16b6,8a#6,8a#6,16a#6,16c#7,16a#6,16c#7,8a#6,8a#6,16a#6,16b6,16a#6,16b6,8a#6,8a#6,16a#6,16c#7,16a#6,16c#7,8a#6,8a#6,16a#6,16b6,16a#6,16b6,8a#6,8a#6,16a#6,16c#7,16a#6,16c#7,8a#6,8a#6,16a#6,16b6,16a#6,16b6,8a#6,8a#6,16a#6,16c#7,16a#6,16c#7,8a#6,8a#6,16a#6,16b6,16a#6,16b6,8a#6,8a#6,16a#6,16c#7,16a#6,16c#7,8a#6,8a#6,16a#6,16b6,16a#6,16b6,8a#6,8a#6,16a#6,16c#7,16a#6,16c#7,8a#6,8a#6,16a#6,16b6,16a#6,16b6,8a#6,8a#6,16a#6,16c#7,16a#6,16c#7,8a#6,8a#6,16a#6,16b6,16a#6,16b6,32a#6
TwoTribe|TwoTribe:d=16,o=5,b=125:g4,a4,a4,a4,d4,a4,g4,g4,g4,a4,a4,a4,d4,a4,g4,g4,p,a4,a4,a4,d4,a4,g4,g4,g4,a4,a4,a4,c,b4,a4,g4,g4,a4,a4,a4,d4,a4,g4,g4,p,g4,a4,a4,d4,a4,g4,g4,g4,a4,a4,p,d4,a4,g4,g4,g4,a4,a4,p,c,b4,a4,p,g4,a4,a4,a4,d4,a4,g4,g4,g4,a4,a4,a4,d4,a4,g4,g4
TwoWay|TwoWay:d=4,o=6,b=125:16d,16p,16c,16a_5,16p,16g5,f5,8p,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16d,16p,16c,16a_5,16p,16g5,f5,8p,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16d,16p,16c,16a_5,16p,16g5,f5,8p,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16a_5,16p,16c,16d,16p,16c,16a_5,16p,16g5,8f.5,16a_5,16p,16c,16d,16p,16c,16a_5,16p,16g5,8f5,16p,8c.
TwoWrong|TwoWrong:d=4,o=6,b=112:32d,8e,16f_,16p,16a,16p,16f_,16p,16e,16p,16c_,16p,16a5,16p,8c5,8e5,8g5,8e,8b5,8f_5,8a5,8d,8a5,32d,8e,16f_,16p,16a,16p,16f_,16p,16e,16p,16c_,16p,16a5,16p,8c5,8e5,8g5,8e,8b5,8f_5,8a5,8d,8a5
TwoWrong|TwoWrong:d=4,o=6,b=125:32d,8e,16f_,16p,16a,16p,16f_,16p,16e,16p,16c_,16p,16a5,16p,8c5,8e5,8g5,8e,8b5,8f_5,8a5,8d,8a5,32d,8e,16f_,16p,16a,16p,16f_,16p,16e,16p,16c_,16p,16a5,16p,8c5,8e5,8g5,8e,8b5,8f_5,8a5,8d,8a5,32d,8e,16f_,16p,16a,16p,16f_,16p,16e,16p,16c_,16p,16a5,16p,8c5,8e5,8g5,8e,8b5,8f_5,8a5,8d,8a5,32d,8e,16f_,16p,16a,16p,16f_,16p,16e,16p,16c_,16p,16a5,16p,8c5,8e5,8g5,8e,8b5,8f_5,8a5,8d,8a5
TüRkiyem|TüRkiyem:d=4,o=6,b=112:16g5,16a5,16a5,16a5,8a5,e,16e,16d,16d,16d,16e,16c,c,8d,16d,16d,16g,16e,e,16c,16b5,16b5,16b5,16b5,16a5,a5,8a5,16a5,16a5,8a5,a5,16g5,16a5,16a5,16a5,8a5,e,16e,16d,16d,16d,16e,16c,c,8d,16d,16d,16g,16e,e
U.F.O.|U.F.O.:d=4,o=6,b=70:32d.5,32c.5,32d#.5,d.5,16a.5,32g.5,32g.5,32f.5,32f.5,32d.5,32c.5,32d#.5,d.5,16a.5,32g.5,32g.5,32f.5,32f.5,32a.5,32g.5,32c.,8a5,32g.5,32f.5,32a#.5,8g5,32f.5,32d#.5,32f.5,g.5,32a#.5,32a#.5,32a.5,32g.5,32f.5,32a.5,d5
UCan'tTo|UCan'tTo:d=8,o=6,b=140:4f,d#,d,c,4p,g5,a#5,4p,d,c,4p,p,4f,d#,d,c,4p,d,a#5,4p,d,c,4p,p,4f,d#,d,c,4p,g5,a#5,4p,d,c,4p,p,4f,d#,d,c,4p,d,a#5,4p,d,c,4p,p
UCanTouc|UCanTouc:d=4,o=6,b=160:d,8c,8b5,8a5,p,8e5,8g5,p,8b5,8a5,p,8p,d,8c,8b5,8a5,p,8e5,8g5,p,8b5,8a5,p,8p
UDon'tKn|UDon'tKn:d=8,o=5,b=160:c,p,c,p,g,a#,a#,g,4a#,c,4d.6,4p,c,p,c,g,g,a#,a#,g,4a#,c,g,2p,c,p,c,g,g,a#,a#,g,4a#,g,a#,p,4c6,4a,g,2f#,4p,d,p,d,4p.,4d,c,p,c,p,g,a#,a#,g,4a#,c,4d.6,4p,c,p,c,g,g,a#,a#,g,4a#,c,g,2p,c,p,c,g,g,a#,a#,g,4a#,g,a#,p,4c6,4a,g,2f#,4p,d,p,d,4p.,4d,4g
Uefacham|Uefacham:d=4,o=6,b=125:32p,32d,8f_5,32p,32b5,32e,g.5,16p,32b5,32e,g5,8e5,32g5,16p.,8g5,32b5,16p.,8b5,32e,16p.,32b5,32e,16g5,32g5,16p.,32c5,32e5,g5,16p,32c5,32e5,g5,8a5,32c,16p.,8c5,32e5,16p.,8e5,32a5,16p.,32a5,32a,16e5,32c7,16p.,32a,32c7,f.,16p
